timestamp,demand_mw,solar_actual_mw,wind_actual_mw,solar_capacity_mw,wind_capacity_mw,solar_irradiance_wm2,wind_speed_ms,temperature_c,battery_soc_pct,grid_import_mw,grid_export_mw,frequency_hz,voltage_pu,hour_of_day,day_of_week,month,is_weekend
2024-01-02 11:15:00.000+00:00,221.17,14.24,32.33,150.0,80.0,525.9,6.68,2.53,9.41,173.11,0,50.0197,0.9912,11,1,1,0
2024-01-02 11:30:00.000+00:00,211.35,15.23,41.41,150.0,80.0,561.5,7.61,3.35,16.07,133.39,0,50.0037,0.9917,11,1,1,0
2024-01-02 11:45:00.000+00:00,213.13,17.43,41.29,150.0,80.0,654.1,7.63,3.39,22.8,132.88,0,49.9915,1.0059,11,1,1,0
2024-01-02 12:00:00.000+00:00,217.93,16.67,54.13,150.0,80.0,603.8,9.11,4.12,31.7,118.65,0,49.9992,0.9942,12,1,1,0
2024-01-02 12:15:00.000+00:00,227.7,16.68,53.41,150.0,80.0,617.6,8.87,2.56,37.34,139.56,0,50.0249,0.9939,12,1,1,0
2024-01-02 12:30:00.000+00:00,225.24,16.29,55.33,150.0,80.0,608,9.23,3.75,44.26,131.46,0,49.9866,1.0005,12,1,1,0
2024-01-02 12:45:00.000+00:00,222.84,17.69,55.25,150.0,80.0,649.4,9.19,1.94,52.45,123.7,0,49.9628,1.0035,12,1,1,0
2024-01-02 13:00:00.000+00:00,223.92,19.22,59.51,150.0,80.0,703,9.74,4.73,62.26,113.79,0,50.0069,0.9901,13,1,1,0
2024-01-02 13:15:00.000+00:00,230.28,17.42,45.07,150.0,80.0,645.4,8,5.16,65.09,158.75,0,49.9629,1.018,13,1,1,0
2024-01-02 13:30:00.000+00:00,231.02,15.41,51.1,150.0,80.0,574,8.83,6.19,69.11,151.63,0,49.9867,1.0057,13,1,1,0
2024-01-02 13:45:00.000+00:00,235.09,15.09,46.24,150.0,80.0,552.6,8.12,4.81,70.5,169.31,0,49.9466,1.0023,13,1,1,0
2024-01-02 14:00:00.000+00:00,223.34,15.19,38.8,150.0,80.0,554.8,7.45,5.35,73.42,160,0,50.0347,0.9973,14,1,1,0
2024-01-02 14:15:00.000+00:00,234.22,14.09,31.39,150.0,80.0,519.3,6.65,6.69,70.43,180,0,50.0266,1.0061,14,1,1,0
2024-01-02 14:30:00.000+00:00,233.98,11.22,31.56,150.0,80.0,413.6,6.47,6.6,66.6,180,0,50.0249,0.9901,14,1,1,0
2024-01-02 14:45:00.000+00:00,232.03,10.94,29.23,150.0,80.0,418.7,6.22,5.72,62.59,180,0,49.9827,0.9908,14,1,1,0
2024-01-02 15:00:00.000+00:00,230.67,8.12,27.47,150.0,80.0,315.2,6.11,5.01,57.54,180,0,49.9955,0.9985,15,1,1,0
2024-01-02 15:15:00.000+00:00,238.37,8.57,24.96,150.0,80.0,316.6,5.76,6.57,49.55,180,0,49.9668,0.9929,15,1,1,0
2024-01-02 15:30:00.000+00:00,230.09,7.01,42.96,150.0,80.0,247.7,7.89,7,49.48,180,0,50.0074,0.9975,15,1,1,0
2024-01-02 15:45:00.000+00:00,229.33,4.56,39.9,150.0,80.0,180.1,7.47,6.03,47.96,180,0,50.0065,1.0098,15,1,1,0
2024-01-02 16:00:00.000+00:00,228.24,3.57,40.09,150.0,80.0,126,7.44,4.55,46.53,180,0,50.0168,0.9996,16,1,1,0
2024-01-02 16:15:00.000+00:00,235.92,1.96,41.9,150.0,80.0,69.5,7.63,7.84,42.76,180,0,49.9794,1.0106,16,1,1,0
2024-01-02 16:30:00.000+00:00,235.09,0.48,34.76,150.0,80.0,7.6,6.95,7.44,36.56,180,0,49.9637,0.9849,16,1,1,0
2024-01-02 16:45:00.000+00:00,230.87,0.02,36.13,150.0,80.0,0,7.02,7.23,31.96,180,0,50.0257,0.9996,16,1,1,0
2024-01-02 17:00:00.000+00:00,228.48,0,25.44,150.0,80.0,0,5.93,7.49,24.76,180,0,49.9913,0.9968,17,1,1,0
2024-01-02 17:15:00.000+00:00,234.04,0,43.41,150.0,80.0,0,7.85,7.62,21.44,180,0,49.9991,0.9933,17,1,1,0
2024-01-02 17:30:00.000+00:00,238.06,0.45,42.39,150.0,80.0,0,7.76,7.71,16.68,180,0,50.0163,0.9893,17,1,1,0
2024-01-02 17:45:00.000+00:00,243.49,0.06,37.31,150.0,80.0,0,7.22,9.79,8.51,180,0,50.0032,0.9954,17,1,1,0
2024-01-02 18:00:00.000+00:00,238.47,0.72,44.45,150.0,80.0,0,8.05,8.99,5,180,0,50.008,0.9887,18,1,1,0
2024-01-02 18:15:00.000+00:00,231.57,0,44.86,150.0,80.0,0,7.98,8.42,5,180,0,50.0144,1.005,18,1,1,0
2024-01-02 18:30:00.000+00:00,232.15,0,50.78,150.0,80.0,0,8.71,8.25,5,180,0,50.0109,0.9929,18,1,1,0
2024-01-02 18:45:00.000+00:00,230.93,0,47.32,150.0,80.0,0,8.36,8.33,5,180,0,49.9831,1.0129,18,1,1,0
2024-01-02 19:00:00.000+00:00,232.51,0.02,52.26,150.0,80.0,0,8.9,9.28,5,180,0,49.9837,1.0037,19,1,1,0
2024-01-02 19:15:00.000+00:00,225.38,0.14,49.87,150.0,80.0,0,8.53,6.52,6.44,170.75,0,49.9885,0.9906,19,1,1,0
2024-01-02 19:30:00.000+00:00,230.44,0.42,34.23,150.0,80.0,0,6.85,8.09,5,180,0,50.0027,1.0024,19,1,1,0
2024-01-02 19:45:00.000+00:00,227.86,0,50.58,150.0,80.0,0,8.65,9.28,5.85,174.57,0,50.0609,1.0011,19,1,1,0
2024-01-02 20:00:00.000+00:00,231.05,0,39.79,150.0,80.0,0,7.54,9.59,5,180,0,49.9953,1.0076,20,1,1,0
2024-01-02 20:15:00.000+00:00,222.25,0.32,38.03,150.0,80.0,0,7.33,7.14,5,180,0,49.975,1.018,20,1,1,0
2024-01-02 20:30:00.000+00:00,227.67,0.04,45,150.0,80.0,0,8.08,8.82,5,180,0,50.004,0.9989,20,1,1,0
2024-01-02 20:45:00.000+00:00,221.11,0.23,39.07,150.0,80.0,0,7.41,8.37,5,180,0,50.0328,0.9822,20,1,1,0
2024-01-02 21:00:00.000+00:00,226.34,0.66,37.14,150.0,80.0,0,7.25,7.7,5,180,0,49.9903,0.998,21,1,1,0
